# Per-game PlayerStats interval stats
replay_id,mean_diff,std_diff,min_diff,max_diff,year
e3044d972dbb88a5918b40571c4a73bc,158.1863354037267,14.4746351287969,0.0,160.0,2022
e74a02980da513e1657a962e41027e61,156.1818181818182,21.922498935932452,0.0,160.0,2024
e8d4b1687a9bb3e23cf26a55b4ff1daa,155.3827160493827,24.069466083211406,0.0,160.0,2018
f63d4c22a1660c3426398747c5f2f634,157.97687861271677,15.731376496650427,0.0,160.0,2022
fa05ab0d9590146346b3bf9a930f853f,158.48618784530387,13.220189835082898,0.0,160.0,2023
fac4f41698c6817b6035603c8a4cda90,158.09424083769633,15.44264493041768,0.0,160.0,2018
fbbea4b488ce1037649f3021edbc6ede,159.0909090909091,10.746706453827752,0.0,160.0,2021
fff70f601c9f8c7d85a8262cd5dd09e4,155.65591397849462,24.03100109354034,0.0,160.0,2023

# By-year summary
year,year_mean_diff,year_std_diff,games_sampled,deviation_pct,flagged
2016,157.7430089786461,0.8248729261673997,10,0.014106193883461949,False
2017,157.69808160323106,1.6568040806793665,10,0.014386989979805875,False
2018,157.77047309174955,1.195408740147811,10,0.013934543176565306,False
2019,158.23699547681377,0.4344528461956364,10,0.011018778269913909,False
2020,158.2144297392055,0.8885586567737208,10,0.011159814129965539,False
2021,158.00423814984345,1.4110445893968415,10,0.012473511563478468,False
2022,157.83333792692147,1.2392419575949427,10,0.013541637956740793,False
2023,157.9592629962163,1.059583384937619,10,0.012754606273648151,False
2024,157.92984653622486,1.1253103413324088,10,0.01293845914859464,False
